,material_id,cif,energy_per_atom
9625,C-28258-8310-9,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42999000
_cell_length_b   2.42997000
_cell_length_c   8.73604000
_cell_angle_alpha   83.26414000
_cell_angle_beta   74.39164000
_cell_angle_gamma   59.97250000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.00491589
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.34126102  0.94916302  0.24068972  1
  C  C1  1  0.30423092  0.55936808  0.90938016  1
  C  C2  1  0.61295319  0.60928885  0.57427862  1
  C  C3  1  0.94720742  -0.05715325  0.57356939  1
  C  C4  1  0.97034773  0.22616280  -0.08985062  1
  C  C5  1  0.67543891  0.28232591  0.23993073  1
",-154.45506466666666
567,C-170378-1288-5,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.58328000
_cell_length_b   5.49166000
_cell_length_c   3.64632000
_cell_angle_alpha   109.50265000
_cell_angle_beta   89.52578000
_cell_angle_gamma   118.45098000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.15618353
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.03538510  0.48484983  0.39669176  1
  C  C1  1  0.34419361  0.79561789  0.55321652  1
  C  C2  1  -0.15465759  0.29388998  0.60869105  1
  C  C3  1  0.53457684  0.98602651  -0.04377648  1
  C  C4  1  0.53492165  -0.01374641  0.34091906  1
  C  C5  1  0.84550628  0.29437178  0.99349509  1
",-154.082509
2204,C-148225-7911-11,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.53312000
_cell_length_b   3.76688000
_cell_length_c   5.05310000
_cell_angle_alpha   89.93804000
_cell_angle_beta   89.92684000
_cell_angle_gamma   89.78471000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   48.21606572
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.22141176  0.13183575  0.25315037  1
  C  C1  1  0.71872099  0.62705875  0.41250748  1
  C  C2  1  0.72090536  0.42916771  0.87333498  1
  C  C3  1  0.71855905  0.75227508  0.68932417  1
  C  C4  1  0.72012106  0.23834831  0.41281187  1
  C  C5  1  0.21999791  0.73360108  0.25255775  1
  C  C6  1  0.72024481  1.10846330  0.68904640  1
  C  C7  1  0.22112495  0.42992233  0.04381377  1
",-154.1247325
3928,C-145302-9438-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47921000
_cell_length_b   4.95457000
_cell_length_c   6.31404000
_cell_angle_alpha   78.68072000
_cell_angle_beta   89.98559000
_cell_angle_gamma   59.96377000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   65.39649279
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.05931147  0.28365477  0.33172661  1
  C  C1  1  0.75429532  0.58934223  0.41546993  1
  C  C2  1  0.20017296  0.64422148  0.75030250  1
  C  C3  1  0.97653865  0.36561752  0.08427544  1
  C  C4  1  0.83898245  0.50579431  0.66645802  1
  C  C5  1  0.05932023  0.78363173  0.33172133  1
  C  C6  1  0.75429824  1.08936125  0.41546954  1
  C  C7  1  0.83900987  0.00581201  0.66647136  1
  C  C8  1  0.28258544  0.55996948  1.00111609  1
  C  C9  1  -0.02342347  0.86559531  0.08426890  1
  C  C10  1  0.20023184  0.14421328  0.75034760  1
  C  C11  1  0.28262070  0.05996543  1.00115698  1
",-154.53566583333333
20,C-134193-3339-49,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.28292000
_cell_length_b   3.30967000
_cell_length_c   4.82553000
_cell_angle_alpha   102.44676000
_cell_angle_beta   102.43304000
_cell_angle_gamma   79.86147000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   49.53413692
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.12240623  0.06880529  0.86206249  1
  C  C1  1  0.59013823  0.84270950  0.40309934  1
  C  C2  1  0.16910925  0.38934952  0.68844762  1
  C  C3  1  0.80617360  0.75216557  0.68848363  1
  C  C4  1  0.26315675  0.16900060  0.40319271  1
  C  C5  1  0.48510437  0.70578016  0.86237618  1
  C  C6  1  0.70560132  0.61147197  0.14753929  1
  C  C7  1  0.03200035  0.28457998  0.14745594  1
",-154.21400625
1579,C-170910-1502-67,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48450000
_cell_length_b   3.82380000
_cell_length_c   5.78147000
_cell_angle_alpha   89.96988000
_cell_angle_beta   115.44482000
_cell_angle_gamma   108.96103000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   46.28017458
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.51027429  0.17103862  0.07653550  1
  C  C1  1  1.25087894  0.76780937  0.01839198  1
  C  C2  1  0.22169922  0.26515337  0.24159333  1
  C  C3  1  0.20956315  0.91547475  0.40409848  1
  C  C4  1  0.53891957  0.67323032  0.85320278  1
  C  C5  1  0.49137948  0.69251624  0.29786419  1
  C  C6  1  0.26868318  0.24498915  0.79651320  1
  C  C7  1  0.55062556  0.02251958  0.69038135  1
",-154.22099625
6437,C-177276-5156-19,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48457000
_cell_length_b   4.08751000
_cell_length_c   4.67675000
_cell_angle_alpha   96.70348000
_cell_angle_beta   74.54540000
_cell_angle_gamma   90.00197000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.44142029
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.72435263  0.12962177  0.66799675  1
  C  C1  1  0.26888928  0.29977415  0.58166483  1
  C  C2  1  -0.05810691  0.59278919  0.23771179  1
  C  C3  1  0.21087595  0.65573312  0.69657459  1
  C  C4  1  0.44082999  0.36798471  0.24004930  1
  C  C5  1  1.05155141  0.83519858  0.01153077  1
  C  C6  1  0.55236094  0.06181304  0.00967590  1
  C  C7  1  0.78343571  0.77409853  0.55265087  1
",-154.36726125
9089,C-53838-1497-16,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48334000
_cell_length_b   3.73903000
_cell_length_c   5.91262000
_cell_angle_alpha   129.20454000
_cell_angle_beta   114.85757000
_cell_angle_gamma   89.98442000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.74429620
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.11937922  0.35633838  0.50137009  1
  C  C1  1  0.70952041  0.94650902  0.09190200  1
  C  C2  1  0.61973787  0.11981719  0.50167082  1
  C  C3  1  0.91474662  0.14785984  0.79710445  1
  C  C4  1  0.41440841  0.91823358  0.79682752  1
  C  C5  1  0.20995116  0.70997169  1.09223742  1
",-154.16154466666669
5800,C-72720-4972-4,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46759000
_cell_length_b   5.45081000
_cell_length_c   6.48662000
_cell_angle_alpha   112.47950000
_cell_angle_beta   79.03294000
_cell_angle_gamma   103.09172000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   78.00031250
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.09686069  0.44115400  0.43649886  1
  C  C1  1  0.16383249  0.36973843  0.97931456  1
  C  C2  1  0.25444177  0.16163373  0.23081628  1
  C  C3  1  0.67072376  0.87633644  0.63946893  1
  C  C4  1  0.73238666  0.74847918  0.26839859  1
  C  C5  1  0.93060622  0.42424176  0.66822274  1
  C  C6  1  0.27139928  -0.06834254  0.32912387  1
  C  C7  1  0.32215666  0.29274917  0.71971251  1
  C  C8  1  -0.02677128  0.69024919  0.86769077  1
  C  C9  1  0.24608826  0.00786842  0.58831620  1
  C  C10  1  0.81877960  0.13914583  0.07719908  1
  C  C11  1  0.74902533  0.55295511  0.03989445  1
  C  C12  1  0.64823410  0.61010888  0.43976177  1
  C  C13  1  0.58698227  0.85933160  0.87076771  1
",-154.1446214285714
5516,C-136219-6599-2,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45042000
_cell_length_b   4.38706000
_cell_length_c   5.68341000
_cell_angle_alpha   97.55623000
_cell_angle_beta   90.03228000
_cell_angle_gamma   106.25579000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   58.10067533
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.61868388  0.73095356  0.43434165  1
  C  C1  1  0.43206789  0.35719566  0.39329073  1
  C  C2  1  0.86962014  0.23420372  0.24750284  1
  C  C3  1  -0.07280320  0.34437869  0.76640515  1
  C  C4  1  0.18123937  0.85419511  0.58063740  1
  C  C5  1  0.36218783  0.21527281  0.62760814  1
  C  C6  1  1.12365792  0.74412215  0.06109126  1
  C  C7  1  1.10443523  0.70032550  0.79534210  1
  C  C8  1  0.68909269  0.87325828  0.19999170  1
  C  C9  1  0.94703516  0.38814371  0.03230093  1
",-154.142304
4439,C-28224-863-12,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48134000
_cell_length_b   4.84497000
_cell_length_c   3.69047000
_cell_angle_alpha   122.65602000
_cell_angle_beta   109.72739000
_cell_angle_gamma   75.01177000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   34.99717616
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.35064566  0.74120773  0.86536999  1
  C  C1  1  0.77233544  0.61034718  0.57786264  1
  C  C2  1  0.22489739  0.11424436  -0.00545019  1
  C  C3  1  0.80338817  0.24526361  0.28231742  1
  C  C4  1  0.54789970  0.81701081  0.33881741  1
  C  C5  1  0.02797524  1.03883899  0.52167292  1
",-154.31108383333333
1126,C-172928-8845-41,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45820000
_cell_length_b   3.39475000
_cell_length_c   5.93810000
_cell_angle_alpha   117.03899000
_cell_angle_beta   78.22851000
_cell_angle_gamma   110.98269000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   41.15954258
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.36877314  0.45619499  0.78993196  1
  C  C1  1  0.76940818  0.38343696  0.91763112  1
  C  C2  1  0.60032513  0.85132194  0.72424380  1
  C  C3  1  0.73205518  0.59571027  0.19356309  1
  C  C4  1  0.19819284  -0.07746400  0.59629347  1
  C  C5  1  0.22258542  0.70409743  0.32032705  1
",-154.14448766666666
2772,C-92130-9945-21,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47838000
_cell_length_b   2.47783000
_cell_length_c   6.31131000
_cell_angle_alpha   101.28275000
_cell_angle_beta   89.99623000
_cell_angle_gamma   59.98708000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.69265499
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.03488516  0.44967282  0.04263702  1
  C  C1  1  0.10881655  0.16902352  0.62404246  1
  C  C2  1  0.65983482  0.05993702  -0.04112861  1
  C  C3  1  0.19144121  0.00255366  0.37311941  1
  C  C4  1  0.88463586  0.61437669  0.29010458  1
  C  C5  1  0.74688441  0.89105969  0.70779985  1
",-154.52877516666666
5293,C-90804-2418-39,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48756000
_cell_length_b   4.30418000
_cell_length_c   6.57757000
_cell_angle_alpha   70.88147000
_cell_angle_beta   100.89201000
_cell_angle_gamma   89.99139000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   65.19600747
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.15675217  0.90200481  0.80002688  1
  C  C1  1  0.28259170  0.77702404  0.05035589  1
  C  C2  1  0.49038749  0.90190970  0.46698891  1
  C  C3  1  0.65655137  0.40199113  0.79990554  1
  C  C4  1  0.82374139  0.90186044  0.13396934  1
  C  C5  1  0.61585912  0.77687224  0.71685299  1
  C  C6  1  0.44945347  0.27667685  0.38393842  1
  C  C7  1  0.99016724  0.40193777  0.46681503  1
  C  C8  1  0.32355475  0.40185672  0.13382932  1
  C  C9  1  0.94962968  0.77666951  0.38408964  1
  C  C10  1  0.78241845  0.27700599  0.05023997  1
  C  C11  1  1.11565719  0.27688959  0.71669247  1
",-154.54624166666667
4768,C-136206-8828-22,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.80297000
_cell_length_b   2.46219000
_cell_length_c   7.44689000
_cell_angle_alpha   99.52012000
_cell_angle_beta   93.34778000
_cell_angle_gamma   108.86927000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   64.60447371
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.63492397  0.62986950  0.70257516  1
  C  C1  1  0.70276099  0.76642996  0.90375353  1
  C  C2  1  0.60887011  0.07080824  0.61093926  1
  C  C3  1  -0.09342989  1.06110226  0.29424861  1
  C  C4  1  0.42248881  0.23990509  0.13487899  1
  C  C5  1  0.91583623  0.41057959  0.98081106  1
  C  C6  1  0.32942460  0.29314456  0.33225827  1
  C  C7  1  -0.17730562  0.46159764  0.17782519  1
  C  C8  1  0.54229356  -0.06150424  0.40923484  1
  C  C9  1  0.33843204  0.63951431  0.01800699  1
",-154.209857
372,C-130544-211-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.49059000
_cell_length_b   4.65635000
_cell_length_c   5.94866000
_cell_angle_alpha   76.99251000
_cell_angle_beta   77.84746000
_cell_angle_gamma   57.71006000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   56.47976287
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.23065163  0.63502189  0.57070205  1
  C  C1  1  0.22011222  0.42578497  0.01087912  1
  C  C2  1  -0.04023161  0.19142396  1.00065516  1
  C  C3  1  0.92052017  0.49121984  0.47925733  1
  C  C4  1  0.28618598  0.96648996  0.79880467  1
  C  C5  1  0.89486723  0.65042106  0.21240243  1
  C  C6  1  0.26300684  0.12456035  0.53161535  1
  C  C7  1  0.01893263  0.72728532  0.81113456  1
  C  C8  1  0.16244485  0.88939601  0.20032377  1
  C  C9  1  0.95196016  -0.01927936  0.44096265  1
",-154.33327400000002
2190,C-170894-4901-61,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42594000
_cell_length_b   4.14539000
_cell_length_c   6.33865000
_cell_angle_alpha   110.69460000
_cell_angle_beta   79.03637000
_cell_angle_gamma   89.92248000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.37971705
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.47375090  0.17680153  0.94472140  1
  C  C1  1  0.14832024  0.79383409  0.59963397  1
  C  C2  1  0.69112220  0.24781446  0.52347808  1
  C  C3  1  0.17586040  0.41943341  0.55503533  1
  C  C4  1  0.37471546  0.48751336  0.14049461  1
  C  C5  1  0.82570991  0.63177803  0.23961178  1
  C  C6  1  0.02437465  0.03339659  0.84460573  1
  C  C7  1  0.70655844  0.87485622  0.48307860  1
",-154.24039625
7274,C-172939-8068-33,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47277000
_cell_length_b   4.62266000
_cell_length_c   6.07075000
_cell_angle_alpha   98.44807000
_cell_angle_beta   118.34404000
_cell_angle_gamma   100.39598000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   57.86260159
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.82035656  0.61041647  0.61667810  1
  C  C1  1  0.83573526  0.33598861  0.72559760  1
  C  C2  1  0.39688786  1.02483507  0.52626264  1
  C  C3  1  0.47762438  0.58235030  0.31870494  1
  C  C4  1  0.66195672  0.93668363  0.35895335  1
  C  C5  1  0.53810780  0.31995813  0.88964720  1
  C  C6  1  0.47283428  0.80393629  0.70072024  1
  C  C7  1  0.73620800  0.02043818  -0.03769461  1
  C  C8  1  0.46739072  0.07227278  0.13531216  1
  C  C9  1  0.77159012  0.42585863  0.18732618  1
",-154.127936
5469,C-170364-9439-6,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46896000
_cell_length_b   3.23318000
_cell_length_c   5.16182000
_cell_angle_alpha   86.37814000
_cell_angle_beta   89.97541000
_cell_angle_gamma   67.65475000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   38.02209345
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.13237654  0.82094646  0.79286673  1
  C  C1  1  0.17392309  0.20867050  0.41909268  1
  C  C2  1  0.19907009  0.15794257  0.16527388  1
  C  C3  1  0.70007053  0.15592576  1.01218587  1
  C  C4  1  0.67321377  0.20976077  0.57223762  1
  C  C5  1  0.50543487  0.54409924  0.78958732  1
",-154.2369025
9849,C-134191-3585-2,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42913000
_cell_length_b   4.16724000
_cell_length_c   6.14134000
_cell_angle_alpha   69.63593000
_cell_angle_beta   78.59739000
_cell_angle_gamma   89.97751000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   56.97307740
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.31304821  0.66728775  0.45685729  1
  C  C1  1  0.95297993  0.47609514  0.17723451  1
  C  C2  1  0.10825374  0.16879191  0.87953088  1
  C  C3  1  0.76630858  0.72106894  0.55298033  1
  C  C4  1  0.40456878  0.52976559  0.27348607  1
  C  C5  1  0.64008364  0.70183553  0.80584191  1
  C  C6  1  0.62171308  0.02808642  0.85055096  1
  C  C7  1  0.08125454  0.49466862  0.92462863  1
",-154.2281175
884,C-40132-5024-34,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.51241000
_cell_length_b   4.62630000
_cell_length_c   5.71384000
_cell_angle_alpha   62.92044000
_cell_angle_beta   85.86181000
_cell_angle_gamma   81.53713000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   58.48752121
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.37194639  0.78780903  -0.01612626  1
  C  C1  1  0.45168229  0.76314858  0.51229250  1
  C  C2  1  -0.01364157  0.37242146  0.92336901  1
  C  C3  1  -0.10454740  0.65732149  0.15596223  1
  C  C4  1  0.44576052  0.59480968  0.81747239  1
  C  C5  1  1.21128133  0.27711233  0.56615895  1
  C  C6  1  1.19257784  0.13427734  0.82357306  1
  C  C7  1  0.41060000  0.14068741  0.37831036  1
  C  C8  1  -0.01487679  0.63283608  0.42842009  1
  C  C9  1  0.92338569  0.29476711  0.21034078  1
",-154.12753700000002
9972,C-176673-628-13,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.27665000
_cell_length_b   4.24163000
_cell_length_c   3.63104000
_cell_angle_alpha   89.91944000
_cell_angle_beta   75.45686000
_cell_angle_gamma   49.48725000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   36.22975910
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.63935127  0.08728776  0.87433550  1
  C  C1  1  0.21418660  0.29949814  0.63778893  1
  C  C2  1  0.63943133  0.72589881  0.87471107  1
  C  C3  1  0.42742518  0.67094099  0.25644825  1
  C  C4  1  0.21440260  0.93826729  0.63822309  1
  C  C5  1  0.42619073  0.35484651  0.25599306  1
",-154.2004315
8252,C-130544-211-12,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.56450000
_cell_length_b   2.47932000
_cell_length_c   5.72790000
_cell_angle_alpha   77.54220000
_cell_angle_beta   89.26885000
_cell_angle_gamma   89.95429000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.55877452
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.45189911  -0.02527426  0.87945035  1
  C  C1  1  0.95822413  0.62856012  0.57443494  1
  C  C2  1  0.95823910  1.05595513  0.71871404  1
  C  C3  1  0.94354330  0.31750120  0.19431439  1
  C  C4  1  0.44794096  0.39735410  0.03386229  1
  C  C5  1  0.94495001  0.74531940  0.33931100  1
",-154.28791583333333
